www.geeksforgeeks.org/selection-sort/,2
www.geeksforgeeks.org/heap-sort/,5
www.softwaretestinghelp.com/quick-sort/,1
www.programiz.com/dsa/merge-sort/,3
www.programiz.com/dsa/bubble-sort/,1
www.softwaretestinghelp.com/insertion-sort/,2
www.britannica.com/summary/computer-programming-language,3
www.geeksforgeeks.org/difference-between-high-level-and-low-level-languages/,4
www.techtarget.com/searchapparchitecture/definition/object-oriented-programming-OOP/,2
www.hp.com/us-en/shop/tech-takes/computer-history-programming-languages/,4
